"id","bin","behav","prop","var"
"3_2",6,"2",0.143943472017683,"Turning Angle"
"3_2",7,"2",0.0255371972828066,"Turning Angle"
"3_2",8,"2",0.000266658976494193,"Turning Angle"
"3_2",1,"3",0.321970659695186,"Turning Angle"
"3_2",2,"3",0.103737220264991,"Turning Angle"
"3_2",3,"3",0.00422709417368051,"Turning Angle"
"3_2",4,"3",0.0164604631458646,"Turning Angle"
"3_2",5,"3",0.0427918595636938,"Turning Angle"
"3_2",6,"3",0.0799001633360441,"Turning Angle"
"3_2",7,"3",0.0537219848186352,"Turning Angle"
"3_2",8,"3",0.377190555001904,"Turning Angle"
"4_2",1,"1",0.0832743240779383,"Step Length"
"4_2",2,"1",0.22292768069917,"Step Length"
"4_2",3,"1",0.52595147960625,"Step Length"
"4_2",4,"1",0.109114507117588,"Step Length"
"4_2",5,"1",0.0587320084990541,"Step Length"
"4_2",1,"2",0.57581997763037,"Step Length"
"4_2",2,"2",0.422681305955638,"Step Length"
"4_2",3,"2",0.00125282112547568,"Step Length"
"4_2",4,"2",0.000130839185083278,"Step Length"
"4_2",5,"2",0.000115056103432726,"Step Length"
"4_2",1,"3",0.000338955365654082,"Step Length"
"4_2",2,"3",0.000291700829160032,"Step Length"
"4_2",3,"3",0.0368805272809768,"Step Length"
"4_2",4,"3",0.603614502600301,"Step Length"
"4_2",5,"3",0.358874313923908,"Step Length"
"4_2",1,"1",0.0730819430722666,"Turning Angle"
"4_2",2,"1",0.129234799435982,"Turning Angle"
"4_2",3,"1",0.158672309466942,"Turning Angle"
"4_2",4,"1",0.147000973865699,"Turning Angle"
"4_2",5,"1",0.164335774992305,"Turning Angle"
"4_2",6,"1",0.139855501126151,"Turning Angle"
"4_2",7,"1",0.122702590237137,"Turning Angle"
"4_2",8,"1",0.0651161078035175,"Turning Angle"
"4_2",1,"2",0.24612355925993,"Turning Angle"
"4_2",2,"2",0.113100046413754,"Turning Angle"
"4_2",3,"2",0.0524442381710131,"Turning Angle"
"4_2",4,"2",0.0787826934949486,"Turning Angle"
"4_2",5,"2",0.066328043526732,"Turning Angle"
"4_2",6,"2",0.0946360290629573,"Turning Angle"
"4_2",7,"2",0.099301819294111,"Turning Angle"
"4_2",8,"2",0.249283570776553,"Turning Angle"
"4_2",1,"3",0.000182410653407137,"Turning Angle"
"4_2",2,"3",0.00111622362274192,"Turning Angle"
"4_2",3,"3",0.130198649046142,"Turning Angle"
"4_2",4,"3",0.34874065806356,"Turning Angle"
"4_2",5,"3",0.370945660233092,"Turning Angle"
"4_2",6,"3",0.143103056481837,"Turning Angle"
"4_2",7,"3",0.00550181831366195,"Turning Angle"
"4_2",8,"3",0.000211523585558564,"Turning Angle"
"5_2",1,"1",0.288480170250547,"Step Length"
"5_2",2,"1",0.361349015469179,"Step Length"
"5_2",3,"1",0.341442679349365,"Step Length"
"5_2",4,"1",0.00807247328588324,"Step Length"
"5_2",5,"1",0.000655661645025463,"Step Length"
"5_2",1,"2",0.000250524691304383,"Step Length"
"5_2",2,"2",0.00283262392670736,"Step Length"
"5_2",3,"2",0.120227027571114,"Step Length"
"5_2",4,"2",0.513738538148341,"Step Length"
"5_2",5,"2",0.362951285662533,"Step Length"
"5_2",1,"3",0.642100464573274,"Step Length"
"5_2",2,"3",0.356856860208854,"Step Length"
"5_2",3,"3",0.000341022924877236,"Step Length"
"5_2",4,"3",0.000364270767058176,"Step Length"
"5_2",5,"3",0.000337381525936932,"Step Length"
"5_2",1,"1",0.147690132805736,"Turning Angle"
"5_2",2,"1",0.116290956075322,"Turning Angle"
"5_2",3,"1",0.114068826450431,"Turning Angle"
"5_2",4,"1",0.111412405317391,"Turning Angle"
"5_2",5,"1",0.109684624222351,"Turning Angle"
"5_2",6,"1",0.116976761180943,"Turning Angle"
"5_2",7,"1",0.13209391342354,"Turning Angle"
"5_2",8,"1",0.151782380524287,"Turning Angle"
"5_2",1,"2",0.000165423590745349,"Turning Angle"
"5_2",2,"2",0.0330893476916927,"Turning Angle"
"5_2",3,"2",0.163461365281862,"Turning Angle"
"5_2",4,"2",0.290261316345305,"Turning Angle"
"5_2",5,"2",0.333175716336447,"Turning Angle"
"5_2",6,"2",0.167525198032969,"Turning Angle"
"5_2",7,"2",0.012141680024891,"Turning Angle"
"5_2",8,"2",0.000179952696089328,"Turning Angle"
"5_2",1,"3",0.273813383623885,"Turning Angle"
"5_2",2,"3",0.0982005023816602,"Turning Angle"
"5_2",3,"3",0.0736936873389494,"Turning Angle"
"5_2",4,"3",0.0899753950080803,"Turning Angle"
"5_2",5,"3",0.0594811683781224,"Turning Angle"
"5_2",6,"3",0.059427263522449,"Turning Angle"
"5_2",7,"3",0.114084309208066,"Turning Angle"
"5_2",8,"3",0.231324290538787,"Turning Angle"
